player,value,nationality,position,club,birth_date,age,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Season,player_lower,firstname_lower,lastname_lower,firstinitial_lower,position_cleaned
Harry Kane,108000000.0,England,Centre-Forward,Tottenham,1993-07-28,27,29.0,29.0,2587.0,18.0,2.0,2.0,2.0,4.0,0.0,0.63,0.07,0.7,0.56,0.63,10.6,9.1,2.5,0.37,0.09,0.45,0.32,0.4,28.7,78.0,34.0,7.0,43.6,2.71,1.18,0.21,0.47,0.12,7.4,6.9,394.0,592.0,66.6,6928.0,1845.0,13.0,49.0,26.5,297.0,400.0,74.3,84.0,143.0,58.7,-0.5,24.0,48.0,17.0,3.0,67.0,561.0,31.0,5.0,6.0,184.0,17.0,21.0,0.0,0.0,0.0,0.0,315.0,164.0,113.0,63.0,434.0,32.0,6.0,9.0,2.0,14.0,19.0,33.0,53.0,1.84,37.0,0.0,7.0,4.0,5.0,6.0,0.21,3.0,0.0,0.0,2.0,1.0,0.0,20.0,14.0,5.0,13.0,2.0,6.0,19.0,31.6,13.0,448.0,100.0,22.3,22.0,219.0,207.0,31.0,12.0,0.0,19.0,5.0,30.0,0.0,923.0,39.0,85.0,467.0,434.0,132.0,886.0,28.0,59.0,47.5,34.0,3.0,607.0,3924.0,2018.0,1328.0,689.0,51.9,52.0,43.0,0.0,37.0,44.0,20.0,1.0,0.0,0.0,92.0,64.0,123.0,34.2,19/20,harry kane,harry,kane,h,Forward
Harry Kane,108000000.0,England,Centre-Forward,Tottenham,1993-07-28,27,28.0,27.0,2424.0,17.0,4.0,4.0,4.0,5.0,0.0,0.63,0.15,0.78,0.48,0.63,14.1,11.1,4.0,0.53,0.15,0.68,0.41,0.56,26.9,97.0,42.0,4.0,43.3,3.6,1.56,0.13,0.31,0.12,2.9,1.9,423.0,575.0,73.6,8165.0,2156.0,9.0,30.0,30.0,312.0,393.0,79.4,102.0,152.0,67.1,0.0,29.0,58.0,17.0,3.0,81.0,542.0,33.0,7.0,2.0,138.0,39.0,13.0,0.0,0.0,0.0,0.0,381.0,87.0,107.0,65.0,442.0,31.0,14.0,2.0,1.0,13.0,11.0,27.0,77.0,2.86,53.0,1.0,8.0,7.0,8.0,12.0,0.45,7.0,0.0,1.0,2.0,2.0,0.0,11.0,7.0,2.0,7.0,2.0,2.0,10.0,20.0,8.0,357.0,93.0,26.1,18.0,148.0,191.0,18.0,7.0,0.0,11.0,1.0,13.0,0.0,935.0,18.0,47.0,440.0,511.0,161.0,901.0,43.0,69.0,62.3,45.0,3.0,737.0,4887.0,2492.0,1263.0,743.0,58.8,84.0,56.0,0.0,31.0,52.0,10.0,1.0,0.0,0.0,88.0,34.0,54.0,38.6,18/19,harry kane,harry,kane,h,Forward
Harry Kane,108000000.0,England,Centre-Forward,Tottenham,1993-07-28,27,37.0,35.0,3076.0,30.0,2.0,2.0,3.0,5.0,0.0,0.88,0.06,0.94,0.82,0.88,26.1,23.8,2.7,0.76,0.08,0.84,0.7,0.77,34.2,181.0,71.0,9.0,39.2,5.3,2.08,0.15,0.39,0.13,3.9,4.2,476.0,683.0,69.7,9193.0,2265.0,17.0,50.0,34.0,350.0,464.0,75.4,109.0,169.0,64.5,-0.7,31.0,48.0,23.0,2.0,67.0,646.0,37.0,3.0,2.0,177.0,38.0,21.0,1.0,0.0,0.0,0.0,394.0,156.0,133.0,83.0,501.0,62.0,6.0,10.0,6.0,20.0,16.0,30.0,99.0,2.89,62.0,1.0,12.0,15.0,8.0,11.0,0.32,7.0,0.0,2.0,1.0,0.0,1.0,15.0,12.0,2.0,8.0,5.0,3.0,12.0,25.0,9.0,327.0,100.0,30.6,10.0,109.0,208.0,23.0,6.0,0.0,17.0,8.0,18.0,1.0,1158.0,23.0,47.0,429.0,758.0,233.0,1111.0,44.0,88.0,50.0,49.0,3.0,807.0,6035.0,2746.0,1623.0,892.0,55.0,80.0,66.0,0.0,34.0,40.0,43.0,1.0,0.0,0.0,112.0,34.0,45.0,43.0,17/18,harry kane,harry,kane,h,Forward
Kevin De Bruyne,108000000.0,Belgium,Attacking Midfield,Manchester City,1991-06-28,29,35.0,32.0,2791.0,13.0,20.0,2.0,2.0,3.0,0.0,0.42,0.64,1.06,0.35,1.0,7.6,6.1,18.4,0.24,0.59,0.84,0.2,0.79,31.0,96.0,27.0,11.0,28.1,3.1,0.87,0.11,0.41,0.06,5.4,4.9,1674.0,2244.0,74.6,34634.0,10510.0,27.0,91.0,29.7,1176.0,1423.0,82.6,471.0,730.0,64.5,1.6,131.0,172.0,124.0,19.0,353.0,1975.0,269.0,52.0,32.0,365.0,135.0,304.0,177.0,62.0,51.0,17.0,1475.0,310.0,459.0,262.0,1888.0,41.0,36.0,3.0,13.0,38.0,61.0,96.0,220.0,7.09,157.0,39.0,11.0,4.0,9.0,33.0,1.06,25.0,2.0,2.0,1.0,3.0,0.0,44.0,28.0,11.0,18.0,15.0,11.0,58.0,19.0,47.0,554.0,177.0,31.9,83.0,230.0,241.0,31.0,2.0,0.0,29.0,19.0,19.0,1.0,2577.0,30.0,220.0,1135.0,1405.0,164.0,2305.0,63.0,97.0,64.9,65.0,1.0,1816.0,9863.0,6500.0,2180.0,1949.0,89.4,43.0,44.0,0.0,26.0,28.0,3.0,0.0,0.0,0.0,232.0,18.0,22.0,45.0,19/20,kevin de bruyne,kevin,bruyne,k,Midfielder
Kevin De Bruyne,108000000.0,Belgium,Attacking Midfield,Manchester City,1991-06-28,29,19.0,11.0,975.0,2.0,2.0,0.0,0.0,2.0,0.0,0.18,0.18,0.37,0.18,0.37,2.1,2.1,3.5,0.2,0.32,0.52,0.2,0.52,10.8,31.0,11.0,3.0,35.5,2.86,1.02,0.06,0.18,0.07,-0.1,-0.1,625.0,819.0,76.3,12509.0,3382.0,11.0,33.0,33.3,456.0,539.0,84.6,158.0,247.0,64.0,-1.5,33.0,66.0,44.0,8.0,110.0,744.0,75.0,17.0,10.0,166.0,37.0,91.0,50.0,8.0,13.0,5.0,590.0,87.0,142.0,105.0,691.0,9.0,7.0,2.0,9.0,17.0,19.0,32.0,64.0,5.91,44.0,10.0,4.0,1.0,4.0,7.0,0.65,4.0,1.0,0.0,0.0,1.0,1.0,20.0,16.0,4.0,10.0,6.0,5.0,22.0,22.7,17.0,283.0,74.0,26.1,43.0,147.0,93.0,9.0,1.0,0.0,8.0,3.0,3.0,0.0,946.0,7.0,82.0,425.0,516.0,47.0,871.0,17.0,25.0,68.0,20.0,0.0,728.0,4305.0,2532.0,807.0,730.0,90.5,19.0,24.0,0.0,10.0,15.0,1.0,0.0,0.0,0.0,91.0,7.0,9.0,43.8,18/19,kevin de bruyne,kevin,bruyne,k,Midfielder
Kevin De Bruyne,108000000.0,Belgium,Attacking Midfield,Manchester City,1991-06-28,29,37.0,36.0,3073.0,8.0,16.0,0.0,0.0,2.0,0.0,0.23,0.47,0.7,0.23,0.7,5.7,5.7,12.3,0.17,0.36,0.53,0.17,0.53,34.1,91.0,37.0,15.0,40.7,2.67,1.08,0.09,0.22,0.06,2.3,2.3,2293.0,2939.0,78.0,44973.0,12388.0,35.0,107.0,32.7,1716.0,2023.0,84.8,542.0,809.0,67.0,3.7,111.0,224.0,130.0,19.0,395.0,2688.0,251.0,68.0,14.0,454.0,130.0,248.0,132.0,4.0,10.0,4.0,2232.0,188.0,519.0,338.0,2505.0,51.0,36.0,5.0,16.0,66.0,90.0,102.0,196.0,5.72,136.0,44.0,5.0,5.0,6.0,31.0,0.9,27.0,2.0,1.0,1.0,0.0,0.0,50.0,30.0,17.0,18.0,15.0,15.0,66.0,22.7,51.0,506.0,158.0,31.2,103.0,232.0,171.0,45.0,1.0,0.0,44.0,27.0,11.0,0.0,3330.0,19.0,336.0,1550.0,1746.0,92.0,3072.0,40.0,62.0,64.5,43.0,2.0,2446.0,15052.0,9087.0,2749.0,2570.0,93.5,62.0,51.0,0.0,30.0,33.0,2.0,1.0,0.0,0.0,282.0,5.0,9.0,35.7,17/18,kevin de bruyne,kevin,bruyne,k,Midfielder
Mohamed Salah,108000000.0,Egypt,Right Winger,Liverpool,1992-06-15,28,34.0,33.0,2876.0,19.0,10.0,3.0,3.0,1.0,0.0,0.59,0.31,0.91,0.5,0.81,19.1,16.9,7.1,0.6,0.22,0.82,0.53,0.75,32.0,130.0,56.0,4.0,43.1,4.07,1.75,0.12,0.29,0.13,-0.1,-0.9,746.0,1004.0,74.3,11226.0,2982.0,18.0,66.0,27.3,655.0,812.0,80.7,73.0,126.0,57.9,2.9,54.0,40.0,60.0,6.0,120.0,952.0,52.0,4.0,13.0,240.0,19.0,45.0,28.0,3.0,15.0,3.0,712.0,159.0,133.0,792.0,166.0,18.0,8.0,11.0,3.0,15.0,27.0,47.0,118.0,3.69,76.0,4.0,23.0,10.0,5.0,16.0,0.5,8.0,2.0,4.0,1.0,1.0,0.0,21.0,13.0,3.0,5.0,13.0,4.0,27.0,14.8,23.0,552.0,180.0,32.6,48.0,161.0,343.0,13.0,3.0,0.0,10.0,8.0,2.0,0.0,1405.0,4.0,57.0,406.0,1022.0,318.0,1349.0,66.0,99.0,66.7,70.0,3.0,1069.0,6402.0,3895.0,1815.0,1109.0,61.1,85.0,79.0,0.0,17.0,18.0,20.0,1.0,0.0,0.0,167.0,13.0,48.0,21.3,19/20,mohamed salah,mohamed,salah,m,Forward
Mohamed Salah,108000000.0,Egypt,Right Winger,Liverpool,1992-06-15,28,38.0,37.0,3250.0,22.0,8.0,3.0,3.0,1.0,0.0,0.61,0.22,0.83,0.53,0.75,19.1,16.8,9.1,0.53,0.25,0.78,0.46,0.72,36.1,135.0,60.0,3.0,44.4,3.74,1.66,0.14,0.32,0.12,2.9,2.2,864.0,1150.0,75.1,12874.0,3831.0,19.0,58.0,32.8,746.0,916.0,81.4,99.0,176.0,56.3,-1.1,68.0,58.0,74.0,7.0,158.0,1068.0,82.0,12.0,20.0,222.0,21.0,57.0,35.0,1.0,0.0,0.0,846.0,146.0,158.0,915.0,180.0,34.0,12.0,5.0,2.0,14.0,34.0,52.0,150.0,4.15,93.0,5.0,24.0,12.0,15.0,20.0,0.55,6.0,1.0,2.0,4.0,6.0,1.0,16.0,14.0,2.0,6.0,8.0,3.0,17.0,17.6,14.0,618.0,160.0,25.9,42.0,242.0,334.0,20.0,3.0,0.0,17.0,5.0,3.0,0.0,1659.0,6.0,62.0,536.0,1173.0,322.0,1578.0,79.0,139.0,56.8,86.0,8.0,1393.0,8881.0,5570.0,2138.0,1301.0,60.9,108.0,122.0,0.0,25.0,32.0,28.0,5.0,0.0,0.0,201.0,7.0,44.0,13.7,18/19,mohamed salah,mohamed,salah,m,Forward
Mohamed Salah,108000000.0,Egypt,Right Winger,Liverpool,1992-06-15,28,36.0,34.0,2907.0,32.0,10.0,1.0,2.0,1.0,0.0,0.99,0.31,1.3,0.96,1.27,22.2,20.7,8.3,0.68,0.26,0.94,0.64,0.89,32.3,140.0,65.0,4.0,46.4,4.33,2.01,0.22,0.48,0.15,9.8,10.3,762.0,1042.0,73.1,12111.0,3521.0,36.0,72.0,50.0,629.0,795.0,79.1,97.0,175.0,55.4,1.7,62.0,36.0,49.0,9.0,132.0,948.0,94.0,12.0,3.0,235.0,35.0,88.0,58.0,10.0,5.0,0.0,724.0,126.0,192.0,826.0,152.0,37.0,15.0,6.0,4.0,14.0,45.0,47.0,149.0,4.59,94.0,14.0,23.0,9.0,9.0,30.0,0.92,16.0,1.0,11.0,1.0,1.0,0.0,9.0,8.0,2.0,4.0,3.0,2.0,14.0,14.3,12.0,456.0,133.0,29.2,57.0,193.0,206.0,16.0,0.0,0.0,16.0,7.0,2.0,0.0,1516.0,3.0,100.0,437.0,1085.0,285.0,1419.0,80.0,127.0,63.0,92.0,0.0,1154.0,8557.0,5205.0,1746.0,1112.0,63.7,102.0,97.0,0.0,16.0,30.0,18.0,1.0,0.0,0.0,216.0,7.0,19.0,26.9,17/18,mohamed salah,mohamed,salah,m,Forward
Sadio Mané,108000000.0,Senegal,Left Winger,Liverpool,1992-04-10,28,35.0,31.0,2747.0,18.0,7.0,0.0,0.0,3.0,0.0,0.59,0.23,0.82,0.59,0.82,13.5,13.5,7.0,0.44,0.23,0.67,0.44,0.67,30.5,76.0,36.0,0.0,47.4,2.49,1.18,0.24,0.5,0.18,4.5,4.5,933.0,1162.0,80.3,15607.0,3859.0,25.0,69.0,36.2,755.0,888.0,85.0,153.0,205.0,74.6,0.0,56.0,65.0,66.0,11.0,132.0,1141.0,21.0,8.0,10.0,244.0,26.0,49.0,0.0,0.0,0.0,0.0,766.0,243.0,153.0,235.0,839.0,39.0,10.0,15.0,3.0,17.0,29.0,50.0,107.0,3.51,85.0,0.0,6.0,3.0,13.0,15.0,0.49,9.0,0.0,0.0,1.0,5.0,0.0,50.0,35.0,13.0,23.0,14.0,15.0,46.0,32.6,31.0,504.0,153.0,30.4,106.0,167.0,231.0,30.0,1.0,0.0,29.0,14.0,5.0,0.0,1590.0,13.0,125.0,627.0,1002.0,221.0,1572.0,76.0,116.0,65.5,84.0,6.0,1248.0,9671.0,5435.0,1843.0,1275.0,69.2,85.0,72.0,0.0,46.0,51.0,14.0,2.0,0.0,0.0,169.0,35.0,79.0,30.7,19/20,sadio mane,sadio,mane,s,Forward
Sadio Mané,108000000.0,Senegal,Left Winger,Liverpool,1992-04-10,28,36.0,35.0,3077.0,22.0,1.0,0.0,0.0,2.0,0.0,0.64,0.03,0.67,0.64,0.67,16.1,16.1,4.3,0.47,0.13,0.6,0.47,0.6,34.2,88.0,42.0,0.0,47.7,2.57,1.23,0.25,0.52,0.18,5.9,5.9,932.0,1215.0,76.7,15438.0,3354.0,16.0,61.0,26.2,780.0,954.0,81.8,136.0,200.0,68.0,-3.3,43.0,77.0,44.0,4.0,111.0,1195.0,20.0,3.0,10.0,260.0,28.0,39.0,3.0,0.0,0.0,0.0,883.0,166.0,166.0,289.0,826.0,54.0,14.0,15.0,5.0,20.0,34.0,59.0,105.0,3.07,78.0,0.0,11.0,7.0,8.0,15.0,0.44,8.0,0.0,4.0,1.0,1.0,1.0,46.0,31.0,16.0,17.0,13.0,7.0,42.0,16.7,35.0,689.0,202.0,29.3,126.0,298.0,265.0,36.0,7.0,0.0,29.0,16.0,6.0,0.0,1682.0,23.0,136.0,733.0,962.0,217.0,1665.0,61.0,110.0,55.5,67.0,4.0,1335.0,9641.0,5153.0,1903.0,1323.0,69.5,93.0,63.0,0.0,35.0,64.0,26.0,1.0,0.0,0.0,198.0,20.0,54.0,27.0,18/19,sadio mane,sadio,mane,s,Forward
Sadio Mané,108000000.0,Senegal,Left Winger,Liverpool,1992-04-10,28,29.0,28.0,2190.0,10.0,7.0,0.0,0.0,3.0,1.0,0.41,0.29,0.7,0.41,0.7,10.6,10.6,4.9,0.43,0.2,0.63,0.43,0.63,24.3,71.0,25.0,0.0,35.2,2.92,1.03,0.14,0.4,0.15,-0.6,-0.6,766.0,967.0,79.2,12390.0,2510.0,18.0,53.0,34.0,644.0,768.0,83.9,104.0,146.0,71.2,2.1,45.0,42.0,59.0,9.0,103.0,959.0,8.0,2.0,3.0,250.0,19.0,32.0,0.0,0.0,0.0,0.0,749.0,109.0,109.0,209.0,695.0,41.0,4.0,6.0,2.0,8.0,36.0,37.0,84.0,3.43,64.0,0.0,6.0,6.0,8.0,9.0,0.37,8.0,0.0,0.0,1.0,0.0,0.0,24.0,20.0,9.0,8.0,7.0,5.0,24.0,20.8,19.0,388.0,122.0,31.4,85.0,167.0,136.0,21.0,2.0,0.0,19.0,13.0,8.0,0.0,1310.0,12.0,104.0,545.0,799.0,154.0,1304.0,43.0,74.0,58.1,50.0,2.0,1008.0,8244.0,4481.0,1442.0,1068.0,74.1,78.0,43.0,0.0,24.0,50.0,13.0,0.0,0.0,0.0,137.0,17.0,31.0,35.4,17/18,sadio mane,sadio,mane,s,Forward
Jadon Sancho,105300000.0,England,Right Winger,Dortmund,2000-03-25,20,32.0,25.0,2287.0,17.0,16.0,0.0,0.0,2.0,0.0,0.67,0.63,1.3,0.67,1.3,9.3,9.3,9.0,0.36,0.35,0.72,0.36,0.72,25.4,52.0,28.0,1.0,53.8,2.05,1.1,0.33,0.61,0.18,7.7,7.7,1348.0,1614.0,83.5,20379.0,5046.0,26.0,72.0,36.1,1171.0,1322.0,88.6,151.0,220.0,68.6,7.0,67.0,70.0,57.0,5.0,165.0,1518.0,96.0,15.0,9.0,313.0,34.0,77.0,57.0,18.0,14.0,6.0,1247.0,233.0,134.0,191.0,1361.0,32.0,24.0,6.0,4.0,19.0,37.0,51.0,124.0,4.88,95.0,13.0,9.0,5.0,2.0,32.0,1.26,25.0,2.0,3.0,2.0,0.0,0.0,17.0,14.0,5.0,8.0,4.0,7.0,23.0,30.4,16.0,412.0,131.0,31.8,66.0,187.0,159.0,21.0,0.0,0.0,21.0,15.0,3.0,0.0,1924.0,8.0,158.0,872.0,1051.0,144.0,1829.0,93.0,164.0,56.7,100.0,9.0,1612.0,10178.0,5877.0,1946.0,1620.0,83.2,61.0,51.0,0.0,9.0,17.0,9.0,0.0,0.0,0.0,136.0,1.0,17.0,5.6,19/20,jadon sancho,jadon,sancho,j,Forward
Jadon Sancho,105300000.0,England,Right Winger,Dortmund,2000-03-25,20,34.0,26.0,2461.0,12.0,14.0,0.0,0.0,2.0,0.0,0.44,0.51,0.95,0.44,0.95,7.4,7.4,6.9,0.27,0.25,0.52,0.27,0.52,27.3,39.0,20.0,0.0,51.3,1.43,0.73,0.31,0.6,0.19,4.6,4.6,1161.0,1439.0,80.7,17723.0,5071.0,20.0,47.0,42.6,1014.0,1170.0,86.7,127.0,222.0,57.2,7.1,61.0,54.0,65.0,7.0,163.0,1320.0,119.0,15.0,5.0,243.0,38.0,110.0,85.0,12.0,7.0,4.0,1125.0,150.0,164.0,180.0,1203.0,36.0,19.0,1.0,7.0,18.0,33.0,37.0,124.0,4.53,86.0,21.0,8.0,3.0,6.0,33.0,1.21,24.0,2.0,3.0,1.0,3.0,0.0,16.0,15.0,5.0,5.0,6.0,4.0,33.0,12.1,29.0,547.0,135.0,24.7,167.0,243.0,137.0,29.0,1.0,0.0,28.0,15.0,6.0,0.0,1805.0,10.0,182.0,750.0,1046.0,138.0,1691.0,121.0,200.0,60.5,132.0,7.0,1589.0,11396.0,6781.0,1700.0,1404.0,82.6,72.0,72.0,0.0,5.0,38.0,4.0,2.0,0.0,0.0,189.0,0.0,14.0,0.0,18/19,jadon sancho,jadon,sancho,j,Forward
Jadon Sancho,105300000.0,England,Right Winger,Dortmund,2000-03-25,20,12.0,7.0,690.0,1.0,4.0,0.0,0.0,0.0,0.0,0.13,0.52,0.65,0.13,0.65,2.2,2.2,3.1,0.29,0.41,0.7,0.29,0.7,7.7,10.0,4.0,0.0,40.0,1.3,0.52,0.1,0.25,0.22,-1.2,-1.2,308.0,372.0,82.8,4616.0,928.0,12.0,20.0,60.0,267.0,306.0,87.3,29.0,46.0,63.0,0.9,20.0,13.0,10.0,0.0,26.0,364.0,8.0,3.0,3.0,74.0,6.0,14.0,4.0,2.0,1.0,0.0,280.0,56.0,36.0,40.0,321.0,8.0,1.0,2.0,0.0,4.0,7.0,13.0,38.0,5.0,31.0,1.0,5.0,1.0,0.0,6.0,0.79,5.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,1.0,3.0,6.0,50.0,3.0,100.0,22.0,22.0,22.0,43.0,35.0,11.0,0.0,0.0,11.0,8.0,3.0,0.0,467.0,3.0,45.0,187.0,278.0,58.0,459.0,27.0,43.0,62.8,30.0,3.0,417.0,3290.0,1871.0,446.0,368.0,82.5,21.0,15.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,57.0,3.0,14.0,17.6,17/18,jadon sancho,jadon,sancho,j,Forward
Lionel Messi,100800000.0,Argentina,Right Winger,Barcelona,1987-06-24,33,33.0,32.0,2880.0,25.0,20.0,5.0,5.0,4.0,0.0,0.78,0.62,1.41,0.62,1.25,19.2,15.4,15.3,0.6,0.48,1.08,0.48,0.96,32.0,154.0,63.0,43.0,40.9,4.81,1.97,0.13,0.32,0.1,5.8,4.6,1700.0,2142.0,79.4,28039.0,9544.0,38.0,99.0,38.4,1395.0,1609.0,86.7,267.0,434.0,61.5,4.7,86.0,208.0,126.0,6.0,360.0,1945.0,197.0,88.0,40.0,391.0,59.0,113.0,78.0,44.0,7.0,1.0,1533.0,309.0,300.0,1919.0,174.0,20.0,16.0,8.0,21.0,25.0,61.0,62.0,220.0,6.87,126.0,18.0,37.0,12.0,27.0,36.0,1.13,22.0,5.0,5.0,2.0,2.0,0.0,14.0,10.0,2.0,3.0,9.0,0.0,18.0,0.0,18.0,287.0,87.0,30.3,16.0,124.0,147.0,7.0,0.0,0.0,7.0,6.0,1.0,0.0,2615.0,1.0,57.0,1331.0,1486.0,217.0,2412.0,184.0,275.0,66.9,194.0,9.0,2227.0,14619.0,9239.0,2616.0,2229.0,85.2,65.0,88.0,0.0,20.0,70.0,13.0,1.0,0.0,0.0,127.0,6.0,4.0,60.0,19/20,lionel messi,lionel,messi,l,Forward
Lionel Messi,100800000.0,Argentina,Right Winger,Barcelona,1987-06-24,33,34.0,29.0,2713.0,36.0,13.0,4.0,5.0,3.0,0.0,1.19,0.43,1.63,1.06,1.49,23.3,19.5,13.5,0.77,0.45,1.22,0.65,1.1,30.1,167.0,85.0,41.0,50.9,5.54,2.82,0.19,0.38,0.12,12.7,12.5,1524.0,1939.0,78.6,26651.0,9132.0,21.0,75.0,28.0,1214.0,1408.0,86.2,289.0,456.0,63.4,-0.5,91.0,179.0,141.0,10.0,316.0,1778.0,161.0,88.0,48.0,402.0,66.0,78.0,61.0,13.0,4.0,1.0,1491.0,143.0,305.0,1763.0,144.0,17.0,6.0,7.0,21.0,20.0,66.0,63.0,220.0,7.3,130.0,15.0,35.0,11.0,28.0,36.0,1.19,20.0,1.0,5.0,5.0,4.0,1.0,15.0,12.0,6.0,3.0,6.0,3.0,20.0,15.0,17.0,324.0,91.0,28.1,25.0,131.0,168.0,14.0,0.0,0.0,14.0,3.0,0.0,0.0,2395.0,0.0,58.0,1118.0,1464.0,194.0,2229.0,149.0,243.0,61.3,156.0,9.0,2115.0,13325.0,8037.0,2437.0,2046.0,84.0,51.0,75.0,0.0,22.0,66.0,17.0,0.0,0.0,0.0,131.0,3.0,7.0,30.0,18/19,lionel messi,lionel,messi,l,Forward
Lionel Messi,100800000.0,Argentina,Right Winger,Barcelona,1987-06-24,33,36.0,32.0,3002.0,34.0,12.0,2.0,4.0,3.0,0.0,1.02,0.36,1.38,0.96,1.32,25.3,22.3,13.6,0.76,0.41,1.17,0.67,1.08,33.4,194.0,92.0,47.0,47.4,5.82,2.76,0.16,0.35,0.12,8.7,9.7,1532.0,1947.0,78.7,26046.0,8663.0,18.0,66.0,27.3,1248.0,1476.0,84.6,266.0,405.0,65.7,-1.6,84.0,198.0,135.0,4.0,328.0,1818.0,129.0,75.0,9.0,381.0,45.0,53.0,42.0,3.0,2.0,2.0,1579.0,151.0,217.0,1731.0,182.0,26.0,4.0,1.0,34.0,22.0,62.0,80.0,234.0,7.03,134.0,9.0,39.0,20.0,32.0,43.0,1.29,24.0,3.0,7.0,5.0,4.0,0.0,13.0,9.0,2.0,6.0,5.0,2.0,16.0,12.5,14.0,413.0,121.0,29.3,15.0,171.0,227.0,19.0,1.0,0.0,18.0,7.0,0.0,0.0,2447.0,2.0,66.0,1150.0,1495.0,282.0,2320.0,184.0,256.0,71.9,197.0,9.0,2197.0,14947.0,8630.0,2445.0,2051.0,83.9,62.0,85.0,0.0,17.0,80.0,13.0,0.0,0.0,0.0,150.0,5.0,8.0,38.5,17/18,lionel messi,lionel,messi,l,Forward
Trent Alexander-Arnold,99000000.0,England,Right-Back,Liverpool,1998-10-07,21,38.0,35.0,3175.0,4.0,13.0,0.0,0.0,5.0,0.0,0.11,0.37,0.48,0.11,0.48,2.9,2.9,9.7,0.08,0.27,0.36,0.08,0.36,35.3,44.0,13.0,12.0,29.5,1.25,0.37,0.09,0.31,0.07,1.1,1.1,2254.0,3147.0,71.6,49809.0,19995.0,33.0,120.0,27.5,1558.0,1821.0,85.6,663.0,1206.0,55.0,3.3,85.0,202.0,90.0,30.0,459.0,2495.0,652.0,86.0,8.0,413.0,226.0,377.0,162.0,43.0,74.0,8.0,1472.0,567.0,1108.0,313.0,2330.0,83.0,404.0,7.0,11.0,84.0,35.0,111.0,151.0,4.28,91.0,50.0,3.0,5.0,1.0,24.0,0.68,14.0,7.0,0.0,2.0,0.0,1.0,58.0,25.0,37.0,15.0,6.0,34.0,85.0,40.0,51.0,409.0,131.0,32.0,193.0,123.0,93.0,53.0,9.0,0.0,44.0,46.0,98.0,2.0,3520.0,105.0,848.0,1641.0,1246.0,63.0,2865.0,26.0,56.0,46.4,30.0,4.0,2108.0,9335.0,5698.0,2363.0,2230.0,94.4,36.0,22.0,0.0,22.0,9.0,3.0,0.0,0.0,0.0,352.0,14.0,32.0,30.4,19/20,trent alexander-arnold,trent,alexander-arnold,t,Defender
